Id заявки|Id банкомата|SN банкомата|Тип|Модель|Адреса|Місто|Область|Розташування|Локалізація|Опис заявки|Звіт|Стан заявки|Час створення|Час доступа|Плановий час|Фактичний час|Час Принтек|
2751|4208|13-45179868|flm|SelfServ 6626|м. Одеса, вул. Люстдорфська дорога, 5|Одеса|Одеська|Бізнес-центр|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор.|Заявка відхилена|23.02.2019 17:01:22|25.02.2019 09:00:00|25.02.2019 13:00:00|||
2752|4085|13-45179799|flm|SelfServ 6626|м. Одеса, вул. Пушкінська, 77 (2-й АТМ)|Одеса|Одеська|Іллінське відділення|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний. M-Status=11, 13, 16, 20. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Сброс ошибок по картридеру.  Была вставлена погнутая карта.  Фото прилагается.|Заявка закрита|24.02.2019 09:11:19|25.02.2019 09:00:19|25.02.2019 13:00:00|25.02.2019 09:55:32|25.02.2019 13:00:19|
2753|4339|13-45181301|flm|SelfServ 6626|м. Охтирка, вул. Батюка, 9 (2-й АТМ)|Охтирка|Сумська|Охтирське відділення|Принтер чековий|Необхідно перевірити роботу чекового принтера, періодична помилка. Поточний стан: пристрій несправний. M-Status=5.Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка принтера, сброс ошибки, замена бумаги.|Заявка закрита|24.02.2019 10:34:53|24.02.2019 10:49:53|25.02.2019 17:00:00|25.02.2019 09:20:21|25.02.2019 09:49:53|
2754|4359|13-46071661|atm repair|SelfServ 6622|м. Бахмут, вул. Торгова, 1|Бахмут|Донецька|Торговий дім Астрон|Клавіатура ЕРР|Небхідно виконати заміну EPP-клавіатури. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Неоректна подана заявка. По выходным ремонт не выполняется. Просьба подать заявку на 25.02|Заявка відхилена|24.02.2019 15:19:01|24.02.2019 15:34:01|26.02.2019 12:00:00||26.02.2019 12:00:00|
2755|4676|13-49011911|flm|SelfServ 6622|м. Бровари, вул. Київська, 253 (2-й АТМ)|Бровари|Київська|с/м Novus|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги, диагностика.|Заявка закрита|25.02.2019 08:40:18|25.02.2019 08:55:19|25.02.2019 16:55:00|25.02.2019 11:25:58|25.02.2019 16:55:19|
2756|4643|13-45179950|flm|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Принтер чековий|ПОВТОРНО. Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійне повторення помилки M-Status=16, декілька разів на день.Необхідна детальна діагностика пристрою. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чековый принтер неисправен. Не протягивает бумагу.|Заявка закрита|25.02.2019 09:19:13|25.02.2019 09:34:13|25.02.2019 13:34:00|25.02.2019 14:00:42|25.02.2019 13:34:00|
2757|4107|13-45179871|atm repair|SelfServ 6626|м. Чорноморськ, вул. Данченка, 9/80Н (2-й АТМ)|Чорноморськ|Одеська|Відділення Чорноморське|Диспенсер|Необхідно відновити роботу диспенсера. Повторний M-Status=12. Логи у вкладені. Банкомат розвантажать по прибуттю. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Тестирование. Сбои в работе диспенсера из-за частых перепадов и выключения электроэнергии.|Заявка закрита|25.02.2019 09:35:16|25.02.2019 09:50:16|26.02.2019 12:50:00|25.02.2019 12:20:46|26.02.2019 12:50:00|
2758|4201|13-48383098|atm repair|SelfServ 6626|м. Суми, вул. Сумсько-Київських дивізій, 22 (2-й АТМ)|Суми|Сумська|Відділення Зарічне|Диспенсер|Необхідно відновити роботу диспенсера. Проблеми із 2 та 4 слотами, касети постійно фіксуються в помилці. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена двойной шестерни 1 го пикмодуля, профилактика диспенсера.|Заявка закрита|25.02.2019 10:36:03|25.02.2019 10:51:03|26.02.2019 09:51:00|25.02.2019 13:50:46|26.02.2019 09:51:00|
2759|4572|13-45181328|flm|SelfServ 6626|м. Суми, вул. Петропавлівська, 47|Суми|Сумська|Магазин Художник|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. логи у вкладенні Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка принтера, сброс ошибки.|Заявка закрита|25.02.2019 10:58:17|25.02.2019 11:13:17|25.02.2019 15:13:00|25.02.2019 12:50:49|25.02.2019 15:13:00|
2760|4283|13-48383094|atm repair|SelfServ 6626|м. Львів, вул. Карпінського, 8|Львів|Львівська|Навчальний корпус|Системний блок|Необхідно відновити роботу АТМ, не завантажується ОС, необхідно перевірити роботу та провести ремонт жорсткого диску, оновити драйвера. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведено роботи по профілактиці системного блока та тестування АТМ. Реноме по телефону повідомлено.|Заявка закрита|25.02.2019 11:56:49|25.02.2019 12:11:49|26.02.2019 11:11:00|25.02.2019 14:00:18|26.02.2019 11:11:00|
2761|4284|13-49011898|flm|SelfServ 6622|смт. Новооржицьке, вул. Центральна, 2|Новооржицьке|Полтавська|Оржицький цукровий завод|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена замена бумаги и сообщил за номером.|Заявка закрита|25.02.2019 12:15:35|25.02.2019 12:30:35|26.02.2019 08:30:00|27.02.2019 15:25:39|26.02.2019 08:30:00|
2762|4339|13-45181301|flm|SelfServ 6626|м. Охтирка, вул. Батюка, 9 (2-й АТМ)|Охтирка|Сумська|Відділення Охтирське|Принтер чековий|ПОВТОРНО. Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постіно виникає помилка M-Status=17. Помилка повторилася після проведення робіт 25.02. Необхідна детальна діагностика, у разі необхідності заміна пристрою. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал.|Заявка відхилена|25.02.2019 13:18:43|25.02.2019 13:33:44|26.02.2019 12:33:00||26.02.2019 12:33:00|
2763|4608|13-45179906|flm|SelfServ 6626|м. Вільнянськ, вул. Бочарова, 4|Вільнянськ|Запорізька|Вільнянська міська рада|Принтер чековий|ПОВТОРНО. Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійно виникає помилка M-Status=17. Необхідна детальна діагностика пристрою, при необхідності заміна. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка принтера. Проверка работы. Чеки выдает. Доп. информация: атм находиться в температурных условиях окружающей среды, т.к помещение без отопления!|Заявка закрита|25.02.2019 13:41:51|25.02.2019 13:56:51|26.02.2019 09:56:00|25.02.2019 16:20:36|26.02.2019 09:56:00|
2764|4643|13-45179950|atm repair|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Принтер чековий|Необхідно провести ремонт чекового принтера або провести заміну. Інженер, що виконував FLM-роботи ровідомив, що не протягується папір. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произвел замену чекового принтера.|Заявка закрита|25.02.2019 14:08:19|25.02.2019 14:23:19|26.02.2019 13:23:00|26.02.2019 11:50:19|26.02.2019 13:23:00|
2765|4359|13-46071661|flm|SelfServ 6622|м. Бахмут, вул. Торгова, 1|Бахмут|Донецька|Торговий дім Астрон|Клавіатура ЕРР|Небхідно виконати заміну EPP-клавіатури. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Время подачи" заявки не должно быть больше чем "время доступа к банкомату|Заявка відхилена|25.02.2019 14:30:09|25.02.2019 09:00:00||||
2766|4359|13-46071661|atm repair|SelfServ 6622|м. Бахмут, вул. Торгова, 1|Бахмут|Донецька|Торговий дім Астрон|Клавіатура ЕРР|Небхідно виконати заміну EPP-клавіатури. Початок дедлайна із 09:00, 25.02.2019.Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена клавиатуры, помощь в воде криптоключей. Созвон  реноме. Тестовая транзакция.|Заявка закрита|25.02.2019 14:44:44|25.02.2019 14:59:44|26.02.2019 17:59:00|27.02.2019 12:20:10|26.02.2019 12:00:00|
2767|4633|13-45179904|flm|SelfServ 6626|м. Київ, вул. Хрещатик, 8 (3-й АТМ)|Київ|Київська|Відділення Київське №40|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійна помилка M-Status=17, повторюється декілька разів на день.Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|25.02.2019 15:19:09|25.02.2019 15:34:09|25.02.2019 19:34:00||25.02.2019 19:34:00|
2768|4540|13-45181317|flm|SelfServ 6626|м. Виноградів, вул. Шевченка, 8|Виноградів|Закарпатська|Галерея|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійно виникає помилка M-Status=17, декілька разів на день.Необхідна детальна діагностика роботи пристрою.  Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Прошу дану заявку закрити, була створена заявка на ремонт. Принтер замінено. АТМ в роботі.|Заявка закрита|25.02.2019 15:21:50|25.02.2019 15:36:50|26.02.2019 14:36:00|27.02.2019 12:15:46|26.02.2019 15:36:00|
2769|4208|13-45179868|flm|SelfServ 6626|м. Одеса, вул. Люстдорфська дорога, 5|Одеса|Одеська|Бізнес-центр|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний, тривалий час відсутні транзакції. Необхідна детальна діагностика пристрою, провести тестову транзакцію. Логи у вкладенні.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Сброс ошибок по картридеру. Банкомат в работе|Заявка закрита|25.02.2019 15:26:02|25.02.2019 15:41:03|25.02.2019 19:41:00|25.02.2019 17:10:28|25.02.2019 19:41:00|
2770|4558|13-48383559|flm|SelfServ 6626|с. Косарі, вул. Кірова, 1|Косарі|Черкаська|Державне підприємство Косарський спиртзавод|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний. M-Status=96. Логи у вкладенні.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|25.02.2019 15:50:23|25.02.2019 16:05:23|26.02.2019 12:05:00||26.02.2019 12:05:00|
2771|4064|13-45181326|flm|SelfServ 6626|м. Коломия, вул. Січових Стрільців, 41/1 (2-й АТМ)|Коломия|Івано-Франківська|Відділення Коломийське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Скидання помилок чекового принтера.|Заявка закрита|25.02.2019 18:09:25|25.02.2019 18:24:25|26.02.2019 14:24:00|26.02.2019 13:20:31|26.02.2019 14:24:00|
2772|4387|13-45179893|flm|SelfServ 6626|м. Знам'янка, вул. Калініна, 118Д|Знам'янка|Кіровоградська|Магазин Серебро|Кардрідер|Згідно звернення від банку: Периодически карта застряет на выходе.Просьба проверить позиционирование ридера и корректность установки антискимминговой накладки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Була перевірена робота рідера та позиція антискімингової накладки, при тестуванні ніяких дефектів не виявлено.|Заявка закрита|26.02.2019 08:56:25|26.02.2019 09:11:25|26.02.2019 17:11:00|26.02.2019 11:40:38|26.02.2019 17:11:00|
2773|4386|13-45179944|flm|SelfServ 6626|с. Богданівка, вул. Шевченка, 27Б|Богданівка|Дніпропетровська|Магагазин Едем|Комунікаційне обладнання|Необхідно провести забір мережевого обладнання Радіоконект. АТМ знімається з обслуговування|Коммуникационное оборудование демонтировано.|Заявка закрита|26.02.2019 09:11:36|26.02.2019 09:26:36|26.02.2019 17:26:00|26.02.2019 14:00:48|26.02.2019 17:26:00|
2774|4411|13-45179916|atm repair|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Відділення Медичне|Принтер чековий|ПОВТОРНО. Необхідно провести ремонт чекового принтера, виконати заміну. Поточний стан пристрій несправний. Під час попереднього виїзду інженером було повідомлено, що у разі повторення помилки необхідна заміна пристрою. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Вынул застрявший чек. Проверил работу принтера.|Заявка закрита|26.02.2019 09:39:52|26.02.2019 09:54:53|26.02.2019 17:54:00|27.02.2019 13:00:26|26.02.2019 17:54:00|
2775|9960|13-41354246|flm|PersonaS 77|м. Новогродівка, вул. 40 років Жовтня, 36|Новогродівка|Донецька|Магазин Центральний|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|По приезду обнаружено в помещении, где расположен АТМ, отсутствует электроснабжение.|Заявка закрита|26.02.2019 10:32:36|26.02.2019 10:47:37|27.02.2019 09:47:00|26.02.2019 12:00:14|27.02.2019 09:47:00|
2776|4339|13-45181301|flm|SelfServ 6626|м. Охтирка, вул. Батюка, 9 (2-й АТМ)|Охтирка|Сумська|Відділення Охтирське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Повторення помилки M-Status=16, 17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заміна принтера, тестування успішне.|Заявка закрита|26.02.2019 10:39:55|26.02.2019 10:54:55|27.02.2019 09:54:00|28.02.2019 12:00:14|26.02.2019 18:54:55|
2777|4026|13-45179948|flm|SelfServ 6626|м. Бердянськ, вул. Шевченкa, 4 (3-й АТМ)|Бердянськ|Запорізька|Відділення Бердянське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чековый принтер работает нормально. Проблема была в том, что чек застревал в щели лицевой панели. Увеличил толщину щели. Чеки выходят нормально.|Заявка закрита|26.02.2019 10:54:35|26.02.2019 11:09:36|26.02.2019 19:09:00|26.02.2019 13:00:05|26.02.2019 19:09:00|
2778|9875|13-41353569|flm|PersonaS 77|м. Київ, пр. Правди, 85|Київ|Київська|Київспецтранс|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагрузка АТМ и ком. оборудования.|Заявка закрита|26.02.2019 11:08:49|26.02.2019 11:23:49|26.02.2019 15:23:00|26.02.2019 13:25:46|26.02.2019 15:23:00|
2779|4310|13-45167168|flm|SelfServ 6622|м. Кропивницький, вул. Юрія Коваленка, 2А|Кропивницький|Кіровоградська|с/м Велика Кишеня|Принтер чековий|Необхідна заміна паперу чекового принтера. Отримано інформацію від банку, папір закінчується. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги. АТМ в работе.|Заявка закрита|26.02.2019 12:24:19|26.02.2019 12:39:19|26.02.2019 16:39:00|26.02.2019 16:00:12|26.02.2019 16:39:00|
2780|4594|13-45179930|atm repair|SelfServ 6626|м. Покровськ, пр. Миру, 32 (2-й АТМ)|Покровськ|Донецька|Відділення Покровське|Диспенсер|Після ремонту 25.02.2019. Необхідно відновити роботу диспенсера. M-Status=13. Логи у вкладені. Банкомат буде розвантажений по прибутті. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Тестирование диспенсера - все работает. На выдачу в сервисе отказывается выдавать - на процессинге говорят - мало денег. Попытался посмотреть логи во вложении - формат неизвестный, в ЦО тоже не знают такого формата. Перезагрузка АТМ - начал проводить транзакции. Если будет повторяться - требуется переинсталляция ПО. АТМ поднят.|Заявка закрита|26.02.2019 13:48:20|26.02.2019 14:03:20|27.02.2019 17:03:00|27.02.2019 15:40:34|27.02.2019 17:03:00|
2781|4558|13-48383559|flm|SelfServ 6626|с. Косарі, вул. Кірова, 1|Косарі|Черкаська|Державне підприємство Косарський спиртзавод|Кардрідер|Необхідно перевірити роботу кардрідера. Некорректно зчитує картки (часткові данні по авторизації). Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Оформлена заявка на ремонт картридер|Заявка відхилена|26.02.2019 14:34:24|26.02.2019 14:49:24|27.02.2019 10:49:00||27.02.2019 10:49:00|
2782|4596|13-45179885|atm repair|SelfServ 6626|м. Фастів, вул. Соборна, 36|Фастів|Київська|Аптека|Диспенсер|Необхідно відновити роботу диспенсера.Постійні проблеми із 3 пікером. Потрібно провести переінкасацію спільно із інкасаторами. Контакт для узгодження точного часу підїзду:067 248-24-64 - Чучканов О.В. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заинкассирован, на указанное время инкассация не смогла приехать.|Заявка закрита|26.02.2019 15:04:03|27.02.2019 11:00:03|28.02.2019 14:00:00|27.02.2019 10:10:29|28.02.2019 14:00:00|
2783|3754|13-41841789|flm|PersonaS 77|м. Львів, вул. Городоцька, 226Б|Львів|Львівська|ПАТ Київстар|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведено заміну паперу на чековому принтері і перевантаження пк та тестування АТМ.  Дзвінок на  Реноме зроблено.|Заявка закрита|26.02.2019 15:22:59|26.02.2019 15:38:00|26.02.2019 19:38:00|26.02.2019 17:45:25|26.02.2019 19:38:00|
2784|4558|13-48383559|atm repair|SelfServ 6626|с. Косарі, вул. Кірова, 1|Косарі|Черкаська|Державне підприємство Косарський спиртзавод|Кардрідер|Необхідно провести ремонт та чистку кардрідера. Інженер в телефоному режимі повідомив, що виконання чистки це SLM-роброта. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка колес и датчиков, перегрузил АТМ, тестирование картридера на чип и полосу. Пробная операция.|Заявка закрита|26.02.2019 15:30:19|26.02.2019 15:45:19|28.02.2019 09:45:00|27.02.2019 12:30:51|28.02.2019 09:45:00|
2785|4416|13-45167154|flm|SelfServ 6622|м. Київ, вул. Мечникова, 3|Київ|Київська|АТ Медінвестпроект|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|26.02.2019 15:58:42|26.02.2019 16:13:43|27.02.2019 08:13:00||27.02.2019 08:13:00|
2786|4540|13-45181317|atm repair|SelfServ 6626|м. Виноградів, вул. Шевченка, 8|Виноградів|Закарпатська|Галерея|Принтер чековий|Необхідно провести ремонт, заміну чекового принтера . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Виконано заміну несправного принтеру. АТМ  в роботі. Друк проходить успішно.|Заявка закрита|26.02.2019 16:18:33|26.02.2019 16:33:33|28.02.2019 10:33:00|27.02.2019 13:00:26|28.02.2019 10:33:00|
2787|9998|13-41376393|flm|PersonaS 77|м. Чернігів, пр. Перемоги, 76|Чернігів|Чернігівська|Укртелеком|Принтер чековий|Необхідно змінити адресу в інкасаційних чеках  на  м. Чернігів, пр. Перемоги, 76|Правки необходимы со стороны банка|Заявка відхилена|26.02.2019 17:27:04|26.02.2019 17:42:04||||
2788|4416|13-45167154|flm|SelfServ 6622|м. Київ, вул. Мечникова, 3|Київ|Київська|АТ Медінвестпроект|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Осмотр чекового принтера. Чистка датчиков. Сброс ошибки. Тестирование. Устройство исправно. Тестовая транзакция с выдачей квитанции.|Заявка закрита|26.02.2019 19:08:57|26.02.2019 19:23:58|27.02.2019 11:23:00|27.02.2019 12:00:39|27.02.2019 13:23:58|
2789|4337|13-45179887|flm|SelfServ 6626|м. Київ, вул. Велика Васильківська, 19|Київ|Київська|Кінотеатр Київ|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установка нового рулона бумаги чекового принтера. Тестирование.|Заявка закрита|27.02.2019 09:31:50|27.02.2019 09:46:50|27.02.2019 13:46:00|28.02.2019 12:40:32|27.02.2019 13:46:50|
2790|4186|13-45179807|flm|SelfServ 6626|м. Львів, вул. Шевченка, 4|Львів|Львівська|Ігрові автомати|Комунікаційне обладнання|Необхідно провести забір мережевого обладнання РК у звязку з демонтажем банкомату. АТМ буде розвантажено сьогодні|Вилучення комунікаційного обладнання для демонтажа АТМ.|Заявка закрита|27.02.2019 11:43:26|27.02.2019 11:58:26|27.02.2019 15:58:00|27.02.2019 15:10:00||
2791|4608|13-45179906|atm repair|SelfServ 6626|м. Вільнянськ, вул. Бочарова, 4|Вільнянськ|Запорізька|Вільнянська міська рада|Принтер чековий|Необхідно провести ремонт пристрою, при необхідності виконати заміну чекового принтера. Постіно виникає помилка  M-Status 17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ находиться в условиях температуры окружающей среды (помещение не отапливается).Температура + 5 грасусов, что ниже нормы.|Заявка закрита|27.02.2019 12:43:28|27.02.2019 12:58:28|28.02.2019 15:58:00|28.02.2019 11:45:16|28.02.2019 15:58:00|
2792|4064|13-45181326|flm|SelfServ 6626|м. Коломия, вул. Січових Стрільців, 41/1 (2-й АТМ)|Коломия|Івано-Франківська|Відділення Коломийське|Принтер чековий|ПОВТОРНО.Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Після проведення робіт 26.02. помилка повторилася необхідна детальна діагностика, при необхідності заміна пристрою. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Доставлено 2 рулона паперу.|Заявка закрита|27.02.2019 13:24:35|27.02.2019 13:39:35|28.02.2019 09:39:00|28.02.2019 10:50:09|28.02.2019 09:39:00|
2793|4640|13-45179878|flm|SelfServ 6626|м. Київ, вул. Фанерна, 1|Київ|Київська|ЗАТ ФАНПЛИТ|Кардрідер|Небхідно виконати огляд АТМ на наявність сторонньіх предметів в зчитувачі карток. Отримано інформацію від служби інкасації про відсутність на пристрої скімінгової накладки та навність слідів від клею, провести фотофіксацію. Фото надіслане службою інкасації у додатку. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Акт вандализма. Отсутствует антискимминговая накладка на ридер. Тестирование ридера - работает.|Заявка закрита|27.02.2019 13:45:10|27.02.2019 14:00:10|27.02.2019 18:00:00|28.02.2019 12:00:02|27.02.2019 18:00:00|
2794|2851|13-41376431|atm repair|PersonaS 77|м. Українськ, вул. Жовтнева, 1 (1-й АТМ)|Українськ|Донецька|Шахта Україна|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=10. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнено ТО диспенсера (чистка от пыли датчиков). Установлены на место ремни LVDT, заменена шестерня двойная -1 шт, задние вертикальные ремни - 6шт, ваккумные чашки комплект - 8шт, втулки пластиковые пикмодуля - 8 шт. Регулировка, синхронизация девиловю. Тестирование на обучение и на выдачу (ок). АТМ в сервисе и готов к загрузке. Про виконання робіт звітовано за номером 0673641820.|Заявка закрита|27.02.2019 16:01:50|27.02.2019 16:16:50|01.03.2019 10:16:00|28.02.2019 16:05:54|01.03.2019 10:16:00|
2795|4196|13-52671489|atm repair|SelfServ 6626|м. Київ, пл. Дружби народів, 6|Київ|Київська|с/м Велика Кишеня|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=18. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Диспенсер нужно обучить. Тестирование на обучение и на выдачу.  Чистка датчиков, замена присосок.|Заявка закрита|27.02.2019 16:38:39|27.02.2019 16:53:39|28.02.2019 15:53:00|28.02.2019 12:10:32|28.02.2019 15:53:00|
2796|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|27.02.2019 18:32:43|27.02.2019 18:47:43|28.02.2019 17:00:00|||
2797|9836|13-41353557|flm|PersonaS 77|м. Івано-Франківськ, пл. Ринок, 14|Івано-Франківськ|Івано-Франківська|Відділення Івано-Франківське №1|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезавантаження не допомогло. Необхідний ремонт. Заявка вже є.|Заявка закрита|28.02.2019 08:35:52|28.02.2019 08:50:52|28.02.2019 12:50:00|28.02.2019 11:00:04|28.02.2019 12:50:00|
2798|4158|13-54100608|atm repair|Selfserv 6683|Київ, вул. Саксаганського, 14 (3-й АТМ)|Київ|Київська|Відділення Старокиївське|Системний блок|Необхідно запустити в роботу АТМ. Необхідно терміново набрати службу інкасації. Контактна особа: Дмитро (067) 248-24-42. Попередньо доступ до АТМ буде надано сьогодні, 28.02.2019 о 10:30. Зі сторони Реноме теж буде присутній інженер. Прошу терміново призначити інженера|Заявка отклонена по согласованию с банком|Заявка відхилена|28.02.2019 09:22:48|28.02.2019 09:37:48||||
2799|4561|13-45179974|flm|SelfServ 6626|м. Чернігів, пр. Миру, 44|Чернігів|Чернігівська|3-я міська поліклініка|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|28.02.2019 11:04:08|28.02.2019 11:19:08|28.02.2019 15:19:00||28.02.2019 15:19:00|
2800|9836|13-41353557|atm repair|PersonaS 77|м. Івано-Франківськ, пл. Ринок, 14|Івано-Франківськ|Івано-Франківська|Відділення Івано-Франківське №1|Системний блок|Необхідно провести ремонт системного блоку. АТМ не на звязку. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заміна блока живлення системного блока.|Заявка закрита|28.02.2019 11:12:10|28.02.2019 11:27:10|01.03.2019 10:27:00|28.02.2019 12:30:06|01.03.2019 10:27:00|
2801|4631|13-45181315|flm|SelfServ 6626|м. Переяслав-Хмельницький, вул. Богдана Хмельницького, 69|Переяслав-Хмельницький|Київська|Магазин|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ложный вызов. АТМ работает провел транзакции|Заявка закрита|28.02.2019 11:52:16|28.02.2019 12:07:16|01.03.2019 08:07:00|28.02.2019 13:40:43|01.03.2019 11:07:00|
2802|4587|13-45167161|flm|SelfServ 6622|м. Харків, вул. Куликівська, 12|Харків|Харківська|Академія народного господарства|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги. Извлечение застрявшего чека. Сброс ошибки принтера.|Заявка закрита|28.02.2019 12:24:53|28.02.2019 12:39:54|28.02.2019 16:39:00|01.03.2019 09:50:00|28.02.2019 16:39:00|
2803|4582|13-45181289|atm repair|SelfServ 6626|м. Харків, вул. Різдвяна, 29Б|Харків|Харківська|Центральний ринок|Диспенсер|Необхідно відновити роботу диспенсера. Невдалий тех. виїзд, інкасація не може усунути замяття готівки, яка зажата в районі касети відбраковки. M-Status=18. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Устранено зависание клемпового механизма в верхнем положении.|Заявка закрита|28.02.2019 12:41:27|28.02.2019 12:56:27|01.03.2019 11:56:00|28.02.2019 14:30:42|01.03.2019 11:56:00|
