Id заявки|Id банкомата|SN банкомата|Тип|Модель|Адреса|Місто|Область|Розташування|Локалізація|Опис заявки|Звіт|Стан заявки|Час створення|Час доступа|Плановий час|Фактичний час|
3020|4113|13-45179961|flm|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Відділення Харківське №7|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установлен новый рулон бумаги.|Заявка закрита|23.03.2019 15:18:22|25.03.2019 09:00:00|25.03.2019 13:00:00|25.03.2019 09:40:20|25.03.2019 13:00:00|
3021|4155|13-45179967|flm|SelfServ 6626|м. Дружківка, вул. Соборна, 24|Дружківка|Донецька|Відділення Дружківське|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги. Сброс ошибок по принтеру. Тестирование. АТМ поднят.|Заявка закрита|24.03.2019 11:14:03|25.03.2019 09:00:03|25.03.2019 17:00:00|25.03.2019 10:15:55|25.03.2019 17:00:00|
3022|4381|13-45167159|atm repair|SelfServ 6622|с. Яснозір'я, вул. Центральна, 82|Яснозір'я|Черкаська|ТОВ Верес|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=12. Інкасація повідомила, що не проходить тест злистування. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Окончательно порвались ремни ЛВДТ. Заменил презентер, переставил фиксатор реджекта, протестировал на выдачу со всех модулей по 40 шт. ATM рекомендуется переобучить. По результатам отзвонился координатору. Замененный модуль сразу отправил в Киев.|Заявка закрита|24.03.2019 11:19:50|25.03.2019 09:00:50|26.03.2019 12:00:00|26.03.2019 13:10:51|26.03.2019 12:00:00|
3023|4434|13-49011424|flm|SelfServ 6622|м. Київ, вул. Дегтярівська, 21Г|Київ|Київська|Бізнес-центр|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги принтера.|Заявка закрита|24.03.2019 12:14:10|24.03.2019 12:29:10|24.03.2019 16:29:00|25.03.2019 11:55:42|24.03.2019 16:29:00|
3024|4113|13-45179961|flm|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Відділення Харківське №7|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний. M-Status=16, 11, 9. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|FLM не помог. Чистка картридера чистящей картой. Ошибка не сбрасывается. Требуется заявка на ремонт картридера.|Заявка закрита|25.03.2019 08:42:36|25.03.2019 09:00:00|25.03.2019 13:00:00|25.03.2019 10:00:33|25.03.2019 13:00:00|
3025|4420|13-45181323|flm|SelfServ 6626|м. Київ, вул. Преображенська, 5/2|Київ|Київська|Інститут Будівельних конструкцій|Системний блок|Небхідно відновити роботу АТМ, не завантажується ОС, необхідний ремонт системного блоку. АТМ розвантажено. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор. (Некорректная заявка, подана на ремонт)|Заявка відхилена|25.03.2019 09:30:01|25.03.2019 09:45:01|25.03.2019 13:45:00|||
3026|4420|13-45181323|atm repair|SelfServ 6626|м. Київ, вул. Преображенська, 5/2|Київ|Київська|Інститут Будівельних конструкцій|Системний блок|Небхідно відновити роботу АТМ, не завантажується ОС, необхідний ремонт системного блоку. АТМ розвантажено. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена винчестера. Переинсталляция программного обеспечения. Необходимо обучить.|Заявка закрита|25.03.2019 09:35:34|25.03.2019 09:50:34|25.03.2019 17:50:00|25.03.2019 14:15:31|25.03.2019 17:50:00|
3027|4334|13-45181314|flm|SelfServ 6626|м. Черкаси, вул. Чигиринська 13|Черкаси|Черкаська|Верес|Монітор користувацький|Необхідно перевірити роботу АТМ, не завантажується ОС. На екрані System Freeze.Отримано інформацію від банку:Списки инженеров будут переданы на охрану сегодня, ответственный от Банка Белоус Александр, моб (067)248-06-64. Перед выездом инженера необходимо созвониться с Белоус Александром для подтверждения предоставления доступа. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ложный вызов! Нет доступа к АТМ. Охрана предприятия снова не пустила на АТМ. Отзвонился в Реноме|Заявка закрита|25.03.2019 09:52:16|25.03.2019 10:07:16|25.03.2019 14:07:00|25.03.2019 12:30:00|25.03.2019 14:07:00|
3028|4419|13-51991102|flm|SelfServ 6622|м. Харків, вул. 23 Серпня, 33А|Харків|Харківська|с/м Класс|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установлен новый рулон бумаги.|Заявка закрита|25.03.2019 11:12:03|25.03.2019 11:27:03|25.03.2019 15:27:00|25.03.2019 13:20:39|25.03.2019 15:27:00|
3029|4358|13-49011432|flm|SelfServ 6622|с. Єлизаветівка, вул. Індустріальна, 9А|Єлизаветівка|Дніпропетровська|Завод Мега Пак|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установка нового рулона бумаги, сброс ошибки, тестирование. Принтер работает в штатном режиме.|Заявка закрита|25.03.2019 12:27:40|25.03.2019 12:42:40|26.03.2019 10:42:00|25.03.2019 14:05:29||
3030|4334|13-45181314|flm|SelfServ 6626|м. Черкаси, вул. Чигиринська 13|Черкаси|Черкаська|Верес|Системний блок|Необхідно перевірити роботу АТМ, не завантажується ОС. На екрані System Freeze Виїзд буде виконано сумісно з працівником банку Орисенко А. 0675379153|В присутствии сотрудника банка еще 10 мин. получал доступ. Загрузился под инженерным профилем, диагностика. Нестабильно работает программное обеспечение, после запуска SysApp система блокирует диагностику устройств. При штатном запуске АТМ после загрузки сразу перезагружается. Необходима разгрузка АТМ и подача заявки на переустановку операционной системы и ПО. По результатам работ отчитался по указанному телефону.|Заявка закрита|25.03.2019 12:40:35|25.03.2019 13:10:00|25.03.2019 17:10:00|25.03.2019 14:50:38|25.03.2019 17:10:00|
3031|9948|13-41376383|atm repair|PersonaS 77|м. Луцьк, пр. Волі, 7 (3-й АТМ)|Луцьк|Волинська|Відділення Луцьке|Системний блок|Необхідно провести ремонт системного блоку. Згідно повідомлення інженера необхідна заміна материнської плати. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ремонт системного блока. Заменил материнскую плату PIVAT (неисправная отправлена в ремонт).  Установлена : ОС - Windows XP, приложение - AANDC 2.66-25. Изменен пароль на BIOS и порядок загрузки ОС. При тестировании ошибок в работе АТМ не выявлено. Установлены параметры используемых купюр. Сообщил инициатору заявки о завершении работы.|Заявка закрита|25.03.2019 13:17:43|25.03.2019 13:32:43|26.03.2019 12:32:00|26.03.2019 12:20:56|26.03.2019 12:32:00|
3032|4113|13-45179961|atm repair|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Відділення Харківське №7|Кардрідер|Необхідно виконати заміну роликів зчитувача. роботи фактично виконані|Произведена разборка и чистка картридера. Замена переднего и среднего (узкие) транспортных роликов. Тестирование чиповыми и магнитными картами.  Сбоев и ошибок нет. АТМ поднят в сервис.|Заявка закрита|25.03.2019 14:13:23|25.03.2019 14:28:23|26.03.2019 13:28:00|25.03.2019 12:00:22||
3033|4677|13-45179908|flm|SelfServ 6622|м. Київ, пр. Степана Бандери, 23А|Київ|Київська|Магазин Сітi Ком ТЦ Городок|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. На місці перезавантажити АТМ по живленню. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ложный вызов.  При подъезде АТМ работал и проводил транзакции. По просьбе Реноме произведена перезагрузка ком оборудования и АТМ.|Заявка закрита|25.03.2019 15:41:22|25.03.2019 15:56:23|25.03.2019 19:56:00|26.03.2019 16:45:47|25.03.2019 19:56:00|
3034|4411|13-45179916|flm|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Відділення Медичне|Кардрідер|Необхідно перевірити роботу кардрідера. Отрили звернення від банку, що картка не повінстю виїжджає клієнту. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Картридер работает в нормальном режиме. Карточка выезжает нормально. Проблем нет.|Заявка закрита|25.03.2019 15:46:16|25.03.2019 16:01:17|26.03.2019 08:01:00|25.03.2019 17:25:46||
3035|9820|13-41376391|atm repair|PersonaS 77|м. Селидове, вул. Карла Маркса, 10|Селидове|Донецька|Відділення Селидове|Системний блок|Необхідно провести ремонт системного блоку, інформація отримана від інженера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|В результате скачков и отключений эл. снабжения в помещении отделения, где расположен АТМ, вышла из строя сетевая карта (интегрированная в motherboard). АКТ отправлен адрессатам.|Заявка закрита|25.03.2019 16:15:01|25.03.2019 16:30:01|27.03.2019 10:30:00|25.03.2019 15:50:39|27.03.2019 10:30:00|
3036|4147|13-45181320|flm|SelfServ 6626|м. Чернігів, вул. Івана Мазепи, 33|Чернігів|Чернігівська|Магазин Харків-Електро|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійно повторюється помилка M-Status=17.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечение застрявшего чека, тестирование.|Заявка закрита|26.03.2019 07:56:57|26.03.2019 09:00:00|26.03.2019 13:00:00|26.03.2019 10:00:00|26.03.2019 13:00:00|
3037|4412|13-45181311|flm|SelfServ 6622|м. Полтава, пр. Першотравневий, 27|Полтава|Полтавська|Гуртожиток № 4 ПНТУ ім.Ю.Кондратюка|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Постійно повторюється помилка M-Status=17, логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка чекового принтера. Тест. АТМ в сервисе.|Заявка закрита|26.03.2019 09:20:25|26.03.2019 09:35:25|26.03.2019 13:35:00|27.03.2019 12:20:00|26.03.2019 13:35:00|
3038|9825|13-41353513|atm repair|PersonaS 77|м. Київ, пр. Соборності, 1 (3-й АТМ)|Київ|Київська|Відділення Київське №31|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=29. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена контроллера диспенсера. Калибровка. Необходимо обучить.|Заявка закрита|26.03.2019 09:46:06|26.03.2019 10:01:06|27.03.2019 09:01:00|27.03.2019 12:00:37|27.03.2019 09:01:00|
3039|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагрузка АТМ по питанию. АТМ в сервисе. В Реноме отзвонился.|Заявка закрита|26.03.2019 09:52:46|26.03.2019 10:07:47|27.03.2019 09:07:00|27.03.2019 09:10:00|27.03.2019 09:07:00|
3040|9820|13-41376391|atm repair|PersonaS 77|м. Селидове, вул. Карла Маркса, 10|Селидове|Донецька|Відділення Селидове|Системний блок|Небхідно відновити роботу АТМ - встановити системний блок після відновлення роботи в банкомат. Банком погоджено оплату додаткових робіт. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена замена материнской платы системного блока. ТО (чистка от пыли). Тестирование системного блока (ок). Установка системного блока после ремонта. Связался с процессингом и отделом обслуживания сетей банка. После выполнения ими дополнительных работ на коммуникационном оборудовании банка связь восстановлена. АТМ в сервисе. Контрольная транзакция.Про результат виконання робіт  звітовано за номером 0673641820.|Заявка закрита|26.03.2019 10:25:13|26.03.2019 14:00:00|27.03.2019 17:00:00|26.03.2019 17:00:36|27.03.2019 17:00:00|
3041|4571|13-45179876|flm|SelfServ 6626|м. Шостка, вул. Садовий бульвар, 18А|Шостка|Сумська|Приміщення Центрального універмагу|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Логи в вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка датчиков чеокового принтера, замена бумаги.|Заявка закрита|26.03.2019 10:42:04|26.03.2019 10:57:04|26.03.2019 18:57:00|27.03.2019 10:15:00|26.03.2019 18:57:00|
3042|4088|13-45179888|atm repair|SelfServ 6626|м. Житомир, вул. Київська, 64 (2-й АТМ)|Житомир|Житомирська|Відділення Корольовське|Диспенсер|Необхідно відновити роботу диспенсера. Постійні проблеми в роботі 3-го та 4-го пікера, касети стають в помилку. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка диспенсера, установлен новый комплект присосок, тестирование тестовыми купюрами.|Заявка закрита|26.03.2019 13:11:51|26.03.2019 13:26:51|27.03.2019 12:26:00|26.03.2019 15:50:41|27.03.2019 12:26:00|
3043|4351|13-45181294|atm repair|SelfServ 6626|м. Київ, пр. Бажана, 14А|Київ|Київська|Магазин Спортмастер|Системний блок|Надійшла заявка з банку: прошу отправить инженера, провести работы с  «переноской» в сервисной части (возможно заменить переноску, может просверлить доп. отверстие), поскольку провод «толстый» то не дает полноценно закрыть сервисную часть АТМ. В данный момент при инкассации было обнаружено, что сервисная часть по приезду была открыта. Проведення робіт погоджено з банком згідно повідомлення Горбатенка О.|Сделал отверстие,отрегулировал замок.|Заявка закрита|26.03.2019 15:04:45|27.03.2019 09:00:00|27.03.2019 17:00:00|27.03.2019 13:30:30|27.03.2019 17:00:00|
3044|9960|13-41354246|flm|PersonaS 77|м. Новогродівка, вул. 40 років Жовтня, 36|Новогродівка|Донецька|Магазин Центральний|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний. M-Status=20. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Средствами сервисного меню сброшена ошибка картридера. Тестирование картридера (ок). АТМ в сервисе. Контрольная транзакция. Про результат виконання робіт  звітовано за номером 0673641820.|Заявка закрита|26.03.2019 15:22:06|26.03.2019 15:37:06|27.03.2019 14:37:00|26.03.2019 17:40:55||
3045|4179|13-45179920|flm|SelfServ 6626|м. Краматорськ, вул. Сіверська, 56|Краматорськ|Донецька|Branch № 239|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: пристрій несправний. M-Status=20. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечение погнутой застрявшей карты. Сброс ошибок по кардридеру. Тестирование. АТМ поднят.|Заявка закрита|26.03.2019 15:25:55|26.03.2019 15:40:55|27.03.2019 11:40:00|27.03.2019 11:40:27|27.03.2019 11:40:00|
3046|4334|13-45181314|atm repair|SelfServ 6626|м. Черкаси, вул. Чигиринська 13|Черкаси|Черкаська|Верес|Клавіатура ЕРР|Небхідно виконати заміну EPP-клавіатури. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Сорвал декоративную обшивку что бы снять крышки сервисной части, заменил ЕРР клавиатуру (обогрев переставил со старой на новую), ввел ключи, прогрузил сценарий, пробная транзакция.|Заявка закрита|26.03.2019 18:55:58|26.03.2019 19:10:58|27.03.2019 17:00:00|28.03.2019 14:10:23|27.03.2019 17:00:00|
3047|4222|13-45167157|flm|SelfServ 6626|м. Київ, пл. Печерська, 1|Київ|Київська|с/м Велика Кишеня|Консультація|Згідно звернення банку Прошу сформировать заявку на проверку  доступности портов, 80 и 443 к серверу 10.178.38.79  Контакт  0635655681 Александр (ОБЯЗАТЕЛЬНО ПОЗВОНИТЬ С МЕСТА)|Данные работы мы не выполняем|Заявка відхилена|27.03.2019 10:22:30|27.03.2019 10:37:30||||
3048|4222|13-45167157|flm|SelfServ 6626|м. Київ, пл. Печерська, 1|Київ|Київська|с/м Велика Кишеня|Комунікаційне обладнання|Ндаійшла заявка з банку: Прошу сформировать заявку на проверку  доступности портов, 80 и 443 к серверу 10.178.38.79 .  Контакт с нашей стороны  - 0635655681 Александр (ОБЯЗАТЕЛЬНО ПОЗВОНИТЬ С МЕСТА)|Выполнил проверку доступности портов, 80 и 443 к серверу 10.178.38.79.|Заявка закрита|27.03.2019 10:38:50|27.03.2019 10:53:50|27.03.2019 14:53:00|27.03.2019 13:15:59|27.03.2019 14:53:00|
3049|4085|13-45179799|atm repair|SelfServ 6626|м. Одеса, вул. Пушкінська, 77 (2-й АТМ)|Одеса|Одеська|Відділення Іллінське|Система відеоспостереження|Надійшла заявка з банку: Просимо надати фото/відеоматеріали з банкомату A2404085 за  24/03/2019  з 01:20 по 01:35|В ночное время видимости  нет|Заявка закрита|27.03.2019 10:43:03|27.03.2019 10:58:03|28.03.2019 09:58:00|27.03.2019 10:55:22||
3050|4374|13-45179910|flm|SelfServ 6626|м. Львів, вул. Некрасова, 4|Львів|Львівська|Львівська клінічна лікарня|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заміна паперу чекового принтера. Тестування АТМ. Реноме по телефону проінформоване.|Заявка закрита|27.03.2019 11:12:47|27.03.2019 11:27:47|27.03.2019 15:27:00|27.03.2019 13:50:47|27.03.2019 15:27:00|
3051|4107|13-45179871|atm repair|SelfServ 6626|м. Чорноморськ, вул. Данченка, 9/80Н (2-й АТМ)|Чорноморськ|Одеська|Відділення Чорноморське|Диспенсер|Згідно звернення банку: Прошу отправить инженера, для настройки кассет для банкомата Номинал «50» Тип-1(2 шт.)Номинал «100» Тип-2(2 шт.) Номинал «200» Тип-3(2 шт.)Номинал «500» Тип-4(2 шт.) Контактна особа Кальнєв Дмитро Вікторович,0638990986|Настройка 8ми кассет, обучение АТМ на новые номиналы.|Заявка закрита|27.03.2019 11:42:32|29.03.2019 09:00:00|01.04.2019 12:00:00|29.03.2019 11:40:18|01.04.2019 12:00:00|
3052|4401|13-45179947|atm repair|SelfServ 6626|м. Хмільник, вул. Свободи, 19|Хмільник|Вінницька|UBC універсал бізнес корпорейт|Диспенсер|Небхідно виконати сумісний виїзд із службою інкасації із метою ремонту: інкасація повідомила, що перший пік модуль не працює, на наступну інкасацію(ЧЕТВЕР) необхідна  інкасація та підїзд інженера для заміни ременів, шестерень(інкасція спілкувалася із інженером Прінтек). СІ повідомила, що підїзд на АТМ запланований на завтра 28.03. на 12:00. К.о. 067 219 31 54. У разі виникненн япитань із часом виїзду на АТМ необхідно телефонувати до контактної особи, яка вказана в заявці. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Требуется разгрузка атм для ремонта диспенсера.|Заявка закрита|27.03.2019 12:23:28|28.03.2019 12:00:00|29.03.2019 15:00:00|28.03.2019 09:10:18|29.03.2019 15:00:00|
3053|4249|13-45179884|flm|SelfServ 6626|м. Хуст, вул. Карпатської Січі, 26|Хуст|Закарпатська|Магазин Second Hand|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Device.log в вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|27.03.2019 15:18:20|27.03.2019 15:33:20|28.03.2019 11:33:00|||
3054|4144|13-45181327|flm|SelfServ 6626|м. Краматорськ, вул. Ярослава Мудрого, 48Г (3-й АТМ)|Краматорськ|Донецька|Відділення Краматорське №1|Касета|Необхідно перевірити роботу 4-ох касет. Касети знаходяться за адресою: м. Краматорськ, вул. Ярослава Мудрого, 48Г. Контактна особа: 050 134 37 93 - Олена. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|настройка 4х кассет.|Заявка закрита|27.03.2019 15:20:56|27.03.2019 15:35:56|28.03.2019 14:35:00|28.03.2019 11:30:46|28.03.2019 14:35:00|
3055|4268|13-45181307|flm|SelfServ 6626|м. Красилів, вул. Центральна, 43 (2-й АТМ)|Красилів|Хмельницька|Відділення Красилівське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Devise.log в вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера. Оставлен запасной рулон.|Заявка закрита|28.03.2019 12:38:58|28.03.2019 12:53:58|29.03.2019 08:53:00|28.03.2019 17:15:25|29.03.2019 08:53:00|
3056|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагрузка АТМ и коммуникационного оборудования по питанию. АТМ в сервисе. Про результат виконання робіт  звітовано за номером 0673641820.|Заявка закрита|28.03.2019 13:11:00|28.03.2019 13:26:00|29.03.2019 12:26:00|28.03.2019 14:25:27||
3057|9910|13-40821774|atm repair|PersonaS 77|м. Коростень, вул. Жовтнева, 11Б|Коростень|Житомирська|Завод МДФ|Диспенсер|Необхідно відновити роботу диспенсера. Постійні проблеми в роботі 2-го та 4-го пікмодулів, касети стають в помилку.Необхідна перевірка роботи та ремонт пікмодулів. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена присосок по необходимости, чистка диспенсера. Тест ОК. Реноме привет.|Заявка закрита|28.03.2019 13:42:48|28.03.2019 13:57:48|29.03.2019 16:57:00|28.03.2019 15:10:46||
3058|4334|13-45181314|atm repair|SelfServ 6626|м. Черкаси, вул. Чигиринська 13|Черкаси|Черкаська|Верес|Замок лімбовий|Небхідно виконати заміну лімбового замка. Фактично роботи інженер уже виконав. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Лимбовый замок заменил.|Заявка закрита|28.03.2019 14:11:14|28.03.2019 14:26:14|29.03.2019 13:26:00|28.03.2019 13:40:31||
3059|4401|13-45179947|atm repair|SelfServ 6626|м. Хмільник, вул. Свободи, 19|Хмільник|Вінницька|UBC універсал бізнес корпорейт|Диспенсер|Необхідно відновити роботу диспенсера. Не працює перший пік модуль. Необхідний детальний ремонт та заміна запчастин.  Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведена замена комплекта задних ремней пикмодулей, комплекта присосок, трех пикармов, двух двойных шестерней. Инкасаторам провести  обучение на купюры.|Заявка закрита|28.03.2019 14:13:34|28.03.2019 14:28:34|29.03.2019 17:28:00|28.03.2019 16:10:47|29.03.2019 17:28:00|
3060|4570|13-45181309|flm|SelfServ 6626|м. Харків, вул. Полтавський Шлях, 155|Харків|Харківська|Магазин ГОССОН|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Device.log в вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведен сброс ошибки.|Заявка закрита|28.03.2019 15:58:52|28.03.2019 16:13:52|29.03.2019 10:13:00|28.03.2019 17:10:09||
3061|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Системний блок|Необхідно провести діагностику роботи системного блоку. Отримали звернення від банку: На АТМ постоянные проблемы с ПО, на процессинге частые перегрузки ПО. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|По приезду обнаружено АТМ не переходит в режим супервизор. ПО не отвечает. Необходима ремонтная заявка (уже создана).|Заявка закрита|28.03.2019 17:14:36|28.03.2019 17:29:37|29.03.2019 16:29:00|29.03.2019 10:50:04|29.03.2019 16:29:00|
3062|4529|13-45179867|flm|SelfServ 6626|м. Київ, вул. Бориспільська, 9|Київ|Київська|с/м Велика Кишеня|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=31. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечение чека, чистка датчиков.|Заявка закрита|29.03.2019 07:44:26|29.03.2019 09:00:00|29.03.2019 13:00:00|29.03.2019 12:30:23|29.03.2019 13:00:00|
3063|4122|13-45181304|atm repair|SelfServ 6626|м. Харків, вул. Гоголя, 10 (3-й АТМ)|Харків|Харківська|Відділення Харківське|Диспенсер|Необхідно відновити роботу диспенсера. Постійні затисненя купюр, M-Status 5, 12. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замінна паперу в принтері. Дзвонив в Реноме.|Заявка закрита|29.03.2019 08:59:33|29.03.2019 09:14:33|29.03.2019 17:14:00|29.03.2019 17:15:44|29.03.2019 17:14:33|
3064|4092|13-45179963|flm|SelfServ 6626|м. Трускавець, вул. Стебницька, 23|Трускавець|Львівська|Квітковий Магазин  Ліатріс|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|||29.03.2019 09:00:04|29.03.2019 09:15:04|||29.03.2019 17:15:00|
3065|4609|13-45181299|flm|SelfServ 6626|м. Харків, вул. Полтавський Шлях, 146 (2-й АТМ)|Харків|Харківська|ТЦ Атлас|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведена замена бумаги.|Заявка закрита|29.03.2019 09:01:37|29.03.2019 09:16:37|29.03.2019 13:16:00|29.03.2019 10:05:51|29.03.2019 13:16:00|
3066|4144|13-45181327|flm|SelfServ 6626|м. Краматорськ, вул. Ярослава Мудрого, 48Г (3-й АТМ)|Краматорськ|Донецька|Відділення Краматорське №1|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Device.log у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги. Сброс ошибок. Тестирование. АТМ поднят.|Заявка закрита|29.03.2019 09:55:27|29.03.2019 10:10:27|01.04.2019 09:10:00|29.03.2019 11:00:51||
3067|9908|13-40821775|atm repair|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Системний блок|Необхідно відновити роботу системного блоку. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена чистка от пыли системного блока и кулеров. Заменена термопаста на процессоре. Выполнена чистка контактов ОЗУ. Программными средствами выполнено тестирование ОЗУ (ок), HDD (ок), проверена работа всего системного блока (стрестест ок). Необходима заявка на переинсталляцию ПО (уже создана).|Заявка закрита|29.03.2019 10:56:12|29.03.2019 11:11:12|01.04.2019 14:11:00|30.03.2019 11:15:33|01.04.2019 14:11:00|
3068|4256|13-52671490|atm repair|SelfServ 6626|м. Сторожинець, вул. Богдана Хмельницького, 5А|Сторожинець|Чернівецька|Відділення Сторожинецьке|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=14. Проблеми в роботі шатера, необхідний ремонт/заміна пристрою. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Очищен шаттер диспенсера, сброшены ошибки. Банкомат готов к загрузке.|Заявка закрита|29.03.2019 11:49:42|29.03.2019 12:04:43|01.04.2019 15:04:00|29.03.2019 16:40:04|01.04.2019 15:04:00|
3069|4458|13-45181329|flm|SelfServ 6626|м. Гайворон, пров. Кар'єрський, 2|Гайворон|Кіровоградська|ПАТ Гайворонський спецкар`єр|Монітор користувацький|Необхідно перевірити роботу сенсора. Дане звернення отримали від інженера (йому повідомили працівники відділення). Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Поступила жалоба от новой службы инкассации о некорректной работе сенсора - тяжело попасть на нужные кнопки. По приезду проверил работу сенсора - особых нареканий нету. Проведена калибровка сенсора. После калибровки, субьективно, стало немного лучше.|Заявка закрита|29.03.2019 12:29:55|29.03.2019 12:44:55|01.04.2019 11:44:00|29.03.2019 14:15:42|01.03.2019 11:44:00|
